,Loan_Id,Disbursed_Amount,Asset_Cost,ltv,Branch_Id,City_Code,State_Code_x,Postal_Code,Date_of_Birth,Employment_Type,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,Region_Code,State_Code_y,City_Name,Loan_Default,State_Code,State_Name
3821,6197,48649,91375,53.95,48,CT27,ST11,832102,6/7/1986,Self employed,11/8/2018,1,1,0,0,0,0,738,0,0yrs 10mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3822,7594,59447,76937,79.29,48,CT27,ST11,832102,7/7/1995,Salaried,10/24/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3824,11258,50803,67613,76.17,48,CT27,ST11,832102,9/7/1988,Salaried,9/18/2018,1,1,0,0,0,0,845,0,2yrs 7mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3825,14505,73123,102382,73.26,48,CT27,ST11,832102,7/13/1984,Salaried,9/20/2018,1,1,0,0,0,0,602,0,0yrs 9mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3826,15129,73717,105807,70.79,48,CT27,ST11,832102,7/7/1994,Self employed,9/26/2018,1,1,0,0,0,0,737,0,0yrs 11mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3827,20124,61947,72863,86.46,48,CT27,ST11,832102,1/1/1977,Self employed,10/28/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3828,20839,55903,70911,83.2,48,CT27,ST11,832102,6/18/1990,Salaried,1/8/2018,1,1,0,0,0,0,638,1,2yrs 11mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3829,22680,57759,70203,84.04,48,CT27,ST11,832102,6/17/1987,Salaried,10/27/2018,1,1,1,0,0,0,783,0,5yrs 3mon,0,R2,ST11,Jamshedpur,1,ST11,Jharkhand
3830,22784,53078,70849,76.22,48,CT27,ST11,832102,6/24/1997,Salaried,8/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3831,968,57013,64505,89.92,207,CT27,ST11,832102,1/1/1987,Salaried,10/31/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3832,5076,52078,64418,82.28,207,CT27,ST11,832102,5/14/1983,Salaried,9/19/2018,1,1,0,0,0,0,763,0,1yrs 6mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3833,2164,52800,67503,80.0,15,CT27,ST11,832102,11/17/1993,Salaried,9/18/2018,1,1,0,0,0,0,738,0,0yrs 6mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3834,3156,60213,69152,88.93,15,CT27,ST11,832102,5/12/1976,Self employed,10/16/2018,1,1,0,0,0,0,570,0,1yrs 10mon,1,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3835,4380,51403,58850,88.87,15,CT27,ST11,832102,1/1/1989,Salaried,10/27/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3836,5345,64469,70518,93.59,15,CT27,ST11,832102,1/25/1972,Self employed,10/19/2018,1,0,0,0,1,0,444,0,4yrs 2mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3837,7105,58046,65596,89.94,15,CT27,ST11,832102,1/1/1969,Salaried,5/9/2018,1,0,0,1,0,0,738,0,0yrs 7mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3838,7292,52078,60400,88.58,15,CT27,ST11,832102,1/1/1974,Self employed,8/21/2018,1,1,0,0,0,0,625,0,1yrs 3mon,0,R3,ST11,Jamshedpur,1,ST11,Jharkhand
3839,7884,48800,61104,81.83,15,CT27,ST11,832102,5/24/1986,Self employed,11/8/2018,1,1,0,0,0,0,719,0,1yrs 10mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3840,8720,43294,64803,67.74,15,CT27,ST11,832102,1/1/1977,Self employed,10/30/2018,1,1,0,0,0,0,701,0,3yrs 3mon,1,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3841,8871,52603,65358,82.62,15,CT27,ST11,832102,9/11/1990,Self employed,9/26/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,1,ST11,Jharkhand
3842,9486,63969,68996,94.93,15,CT27,ST11,832102,6/15/1983,Salaried,9/14/2018,1,1,0,0,0,0,825,0,1yrs 2mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3843,10606,52500,61050,87.96,15,CT27,ST11,832102,8/1/1979,Salaried,6/9/2018,1,1,0,0,0,0,380,1,0yrs 11mon,0,R3,ST11,Jamshedpur,1,ST11,Jharkhand
3844,11962,52800,62968,85.76,15,CT27,ST11,832102,8/10/1973,Salaried,3/8/2018,1,1,0,0,0,0,440,0,4yrs 1mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3845,12617,46900,59708,80.39,15,CT27,ST11,832102,1/1/1972,Salaried,8/28/2018,1,1,0,0,0,0,763,0,1yrs 11mon,1,R3,ST11,Jamshedpur,1,ST11,Jharkhand
3846,13957,66632,75800,89.71,15,CT27,ST11,832102,7/15/1985,Self employed,10/19/2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3847,16814,41182,52700,80.65,15,CT27,ST11,832102,1/1/1994,Salaried,8/25/2018,1,1,0,0,0,0,588,1,5yrs 9mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3848,17297,45500,60752,76.71,15,CT27,ST11,832102,3/28/1987,Salaried,8/21/2018,1,1,0,0,0,0,738,0,0yrs 9mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3849,18161,56500,66649,87.02,15,CT27,ST11,832102,3/24/1988,Salaried,8/23/2018,1,1,0,0,0,0,557,1,0yrs 11mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3850,21568,46049,66150,71.81,15,CT27,ST11,832102,8/7/1981,Salaried,10/23/2018,1,1,0,0,0,0,738,0,2yrs 6mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3851,2959,67669,95518,72.24,69,CT27,ST11,832102,4/7/1982,Self employed,9/16/2018,1,1,0,0,0,0,728,0,1yrs 6mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3852,5885,59713,68500,89.05,69,CT27,ST11,832102,12/2/1980,Self employed,11/8/2018,1,1,0,0,0,0,825,0,2yrs 1mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3853,7639,49283,64650,78.89,69,CT27,ST11,832102,7/15/1977,Self employed,9/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3854,20690,51303,71618,72.61,69,CT27,ST11,832102,3/28/1977,Salaried,8/27/2018,1,1,0,0,0,0,624,1,3yrs 5mon,0,R2,ST11,Jamshedpur,1,ST11,Jharkhand
3855,516,57970,64320,94.68,8,CT27,ST11,832102,1/1/1964,Self employed,9/28/2018,1,0,0,1,0,0,300,0,4yrs 1mon,1,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3856,517,51828,79700,67.75,8,CT27,ST11,832102,5/2/1988,Self employed,9/29/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,1,ST11,Jharkhand
3857,617,37439,87399,43.48,8,CT27,ST11,832102,5/5/1994,Self employed,10/14/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3858,824,56013,83444,69.51,8,CT27,ST11,832102,1/2/1976,Self employed,9/29/2018,1,1,0,0,0,0,543,1,2yrs 3mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3859,2125,63869,87160,75.72,8,CT27,ST11,832102,12/20/1986,Self employed,10/30/2018,1,1,0,0,0,0,543,0,1yrs 8mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3860,4199,40694,70937,58.93,8,CT27,ST11,832102,2/28/1984,Salaried,9/24/2018,1,1,0,0,0,0,627,0,3yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3861,7854,56333,73900,79.84,8,CT27,ST11,832102,4/1/1990,Self employed,8/9/2018,1,1,0,0,0,0,669,0,1yrs 1mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3862,10876,43920,63420,73.64,8,CT27,ST11,832102,1/15/1991,Self employed,8/21/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3863,11114,51803,75600,70.11,8,CT27,ST11,832102,2/13/1992,Self employed,7/9/2018,1,1,0,0,0,0,762,0,1yrs 7mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3864,16228,42814,74100,59.38,8,CT27,ST11,832102,1/2/1981,Self employed,10/24/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3865,19194,38770,65250,63.3,8,CT27,ST11,832102,8/1/1988,Self employed,8/20/2018,1,0,0,0,1,0,582,0,2yrs 2mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3866,19745,31684,57800,58.82,8,CT27,ST11,832102,4/28/1984,Self employed,8/28/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3867,22440,55940,74076,78.3,8,CT27,ST11,832102,5/25/1994,Self employed,10/31/2018,1,1,0,0,0,0,300,0,1yrs 3mon,0,R3,ST11,Jamshedpur,1,ST11,Jharkhand
3868,22783,28655,68640,45.16,8,CT27,ST11,832102,7/17/1969,Self employed,9/8/2018,1,1,0,0,0,0,650,0,1yrs 2mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3869,1462,39494,72588,55.24,82,CT27,ST11,832102,6/21/1966,Salaried,5/9/2018,1,1,0,0,0,0,404,1,3yrs 11mon,1,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3870,5002,56765,70349,84.86,82,CT27,ST11,832102,4/26/1975,Salaried,8/31/2018,1,1,0,0,0,0,14,0,3yrs 8mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3871,14965,64169,73992,89.2,82,CT27,ST11,832102,8/21/1967,Salaried,9/18/2018,1,1,0,0,0,0,832,0,1yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3872,19542,50438,72286,70.74,82,CT27,ST11,832102,1/1/1974,Salaried,7/9/2018,1,1,0,0,0,0,449,0,4yrs 8mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3873,21790,72117,95740,76.56,82,CT27,ST11,832102,5/1/1981,Self employed,10/31/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3874,1918,64669,83000,79.52,248,CT27,ST11,832102,6/2/1972,Salaried,9/25/2018,1,1,0,0,0,0,597,0,0yrs 3mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3875,2410,59947,73000,84.93,248,CT27,ST11,832102,1/1/1982,Salaried,3/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3876,8284,74429,89000,85.0,248,CT27,ST11,832102,6/1/1981,Salaried,3/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3877,13372,74751,84500,89.94,248,CT27,ST11,832102,11/26/1974,Self employed,10/25/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3878,14192,53078,69000,78.99,248,CT27,ST11,832102,7/25/1977,Salaried,8/28/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3879,297,39439,68391,58.49,142,CT27,ST11,832102,3/10/1978,Salaried,10/18/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3880,1873,57613,67243,87.74,76,CT27,ST11,832102,2/25/1983,Salaried,9/23/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3881,3798,44000,72500,62.07,76,CT27,ST11,832102,7/10/1987,Self employed,9/18/2018,1,1,0,0,0,0,615,0,1yrs 7mon,1,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3882,7313,62280,74680,85.0,76,CT27,ST11,832102,5/27/1995,Salaried,9/16/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3883,8927,51513,60093,88.2,249,CT27,ST11,832102,10/28/1971,Self employed,10/27/2018,1,1,0,0,0,0,386,1,8yrs 1mon,0,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3884,14166,62447,71294,89.77,249,CT27,ST11,832102,6/1/1981,Self employed,10/23/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3885,18046,57513,66535,89.43,249,CT27,ST11,832102,1/1/1975,Self employed,8/27/2018,1,1,0,0,0,0,738,0,0yrs 4mon,1,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3886,1352,44649,64223,72.09,78,CT27,ST11,832102,1/1/1980,Self employed,4/8/2018,1,1,0,0,0,0,738,0,1yrs 7mon,0,R2,ST11,Jamshedpur,1,ST11,Jharkhand
3887,7735,52773,69500,80.86,78,CT27,ST11,832102,9/22/1987,Salaried,10/24/2018,1,1,0,0,0,0,653,0,0yrs 11mon,0,R2,ST11,Jamshedpur,1,ST11,Jharkhand
3888,9877,49458,63000,82.54,78,CT27,ST11,832102,1/1/1985,Salaried,12/9/2018,1,1,0,0,0,0,749,0,2yrs 9mon,0,R2,ST11,Jamshedpur,1,ST11,Jharkhand
3889,10916,47800,61880,83.23,78,CT27,ST11,832102,7/7/1976,Salaried,10/19/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3890,12387,43272,59313,74.86,78,CT27,ST11,832102,7/16/1996,Salaried,8/16/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3891,14602,49458,63000,82.54,78,CT27,ST11,832102,6/28/1993,Salaried,9/15/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3892,19344,50378,69550,75.2,78,CT27,ST11,832102,1/1/1976,Self employed,10/22/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3893,22522,44469,64007,74.99,78,CT27,ST11,832102,9/3/1978,Self employed,7/8/2018,1,1,0,0,0,0,836,0,1yrs 7mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3894,23234,43371,63952,69.58,78,CT27,ST11,832102,1/1/1994,Salaried,8/30/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,1,ST11,Jharkhand
3895,7600,47305,65111,75.19,117,CT27,ST11,832102,6/1/1965,Self employed,10/19/2018,1,1,0,0,0,0,351,0,1yrs 7mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3896,21408,88653,113381,82.48,117,CT27,ST11,832102,5/20/1984,Salaried,10/31/2018,1,1,0,0,0,0,792,0,6yrs 3mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3897,2746,63213,71228,89.85,66,CT27,ST11,832102,8/19/1988,Salaried,9/30/2018,1,1,0,0,0,0,15,0,0yrs 1mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3898,12156,60013,69163,89.06,121,CT27,ST11,832102,7/10/1989,Self employed,10/9/2018,1,1,0,0,0,0,392,3,3yrs 0mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3899,22409,58800,68803,88.37,121,CT27,ST11,832102,1/30/1983,Self employed,9/17/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3900,12047,42394,80800,54.21,35,CT27,ST11,832102,5/6/1971,Self employed,10/29/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3901,12587,57004,75568,76.75,35,CT27,ST11,832102,1/1/1994,Salaried,10/22/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST11,Jamshedpur,0,ST11,Jharkhand
3902,3137,34639,51700,69.63,261,CT27,ST11,832102,9/15/1982,Self employed,10/31/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3903,17881,39394,58461,70.13,259,CT27,ST11,832102,1/1/1981,Self employed,9/24/2018,1,1,0,0,0,0,573,2,1yrs 9mon,1,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3904,7504,52649,69496,79.86,84,CT27,ST11,832102,5/15/1983,Self employed,9/17/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3905,13587,45145,57760,79.64,84,CT27,ST11,832102,1/1/1991,Salaried,10/31/2018,1,1,0,0,0,0,15,0,0yrs 1mon,0,R2,ST11,Jamshedpur,0,ST11,Jharkhand
3906,6961,64669,73627,89.64,260,CT27,ST11,832102,2/19/1982,Self employed,9/18/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3907,4765,68382,83650,83.68,153,CT27,ST11,832102,12/8/1982,Self employed,9/14/2018,1,1,0,0,0,0,850,0,2yrs 4mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3908,19937,51578,67910,78.04,153,CT27,ST11,832102,7/8/1966,Self employed,10/30/2018,1,1,0,0,0,0,694,0,1yrs 4mon,0,R1,ST11,Jamshedpur,1,ST11,Jharkhand
3909,11089,43960,55610,80.92,97,CT27,ST11,832102,5/1/1965,Self employed,3/9/2018,1,1,0,0,0,0,653,0,1yrs 4mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3910,18596,50053,66140,77.11,97,CT27,ST11,832102,5/26/1996,Self employed,10/23/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3911,14563,63213,72075,88.8,158,CT27,ST11,832102,4/2/1993,Salaried,10/20/2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,R1,ST11,Jamshedpur,0,ST11,Jharkhand
3912,8509,64669,73648,89.62,111,CT27,ST11,832102,1/1/1989,Self employed,10/24/2018,1,1,0,0,0,0,600,0,3yrs 10mon,0,R4,ST11,Jamshedpur,0,ST11,Jharkhand
3913,614,44822,74455,63.13,64,CT29,ST24,632001,1/1/1988,Self employed,8/27/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,1,ST24,Tamil Nadu
3914,18143,67882,77218,89.36,64,CT29,ST24,632001,1/1/1977,Self employed,9/26/2018,1,1,0,0,0,0,708,0,1yrs 3mon,7,R2,ST24,Vellore,0,ST24,Tamil Nadu
3915,20042,60490,74081,83.69,64,CT29,ST24,632001,1/1/1990,Salaried,9/29/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,1,ST24,Tamil Nadu
3916,20304,54759,104622,53.05,64,CT29,ST24,632001,1/2/1994,Self employed,8/29/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3917,21576,47349,75341,63.71,64,CT29,ST24,632001,1/1/1979,Self employed,10/26/2018,1,1,0,0,0,0,416,1,8yrs 10mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3918,22171,73723,119297,62.78,64,CT29,ST24,632001,1/25/1969,Self employed,8/13/2018,1,1,0,0,0,0,327,1,3yrs 2mon,1,R2,ST24,Vellore,1,ST24,Tamil Nadu
3920,687,49403,76350,66.4,67,CT29,ST24,632001,6/1/1977,Self employed,10/13/2018,1,1,0,0,0,0,824,0,0yrs 10mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3921,1587,51703,62494,84.81,67,CT29,ST24,632001,7/31/1997,Salaried,10/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3922,2581,54413,71529,78.29,67,CT29,ST24,632001,4/13/1982,Self employed,8/13/2018,1,1,0,0,0,0,764,0,3yrs 2mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3923,3427,66569,77525,87.71,67,CT29,ST24,632001,8/21/1994,Self employed,10/15/2018,1,1,0,0,0,0,656,0,1yrs 6mon,2,R2,ST24,Vellore,1,ST24,Tamil Nadu
3924,4201,53913,62400,88.94,67,CT29,ST24,632001,7/8/1983,Salaried,8/30/2018,1,1,0,0,0,0,635,0,0yrs 9mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3925,5475,45749,63900,73.55,67,CT29,ST24,632001,12/12/1983,Salaried,9/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3926,6402,50203,62304,82.66,67,CT29,ST24,632001,7/12/1991,Salaried,8/25/2018,1,1,0,0,0,0,798,0,4yrs 2mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3927,6813,41894,66370,65.24,67,CT29,ST24,632001,1/1/1964,Self employed,7/9/2018,1,1,0,0,0,0,608,0,0yrs 8mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3928,7323,52003,69196,77.32,67,CT29,ST24,632001,1/21/1983,Self employed,9/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3929,8251,62847,88186,73.14,67,CT29,ST24,632001,6/1/1970,Self employed,10/25/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3930,8353,52203,66258,79.84,67,CT29,ST24,632001,5/9/1995,Salaried,10/21/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3931,8716,46549,59790,79.95,67,CT29,ST24,632001,8/30/1989,Salaried,10/21/2018,1,1,0,0,0,0,738,0,0yrs 3mon,1,R2,ST24,Vellore,0,ST24,Tamil Nadu
3932,9712,56259,65520,88.52,67,CT29,ST24,632001,1/6/1965,Salaried,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3933,10084,55113,63112,89.84,67,CT29,ST24,632001,2/1/1988,Salaried,8/18/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,1,ST24,Tamil Nadu
3934,11497,50703,62644,83.01,67,CT29,ST24,632001,8/3/1986,Salaried,8/31/2018,1,1,0,0,0,0,647,1,1yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3935,13367,51303,69985,74.73,67,CT29,ST24,632001,2/17/1986,Salaried,10/30/2018,1,1,0,0,0,0,637,1,4yrs 1mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3936,15199,52478,70950,76.11,67,CT29,ST24,632001,8/14/1974,Salaried,9/19/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3937,15390,51703,63627,83.3,67,CT29,ST24,632001,1/1/1982,Self employed,8/14/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3938,15787,53703,62635,87.81,67,CT29,ST24,632001,10/15/1993,Self employed,8/25/2018,1,0,0,1,0,0,615,0,1yrs 9mon,1,R2,ST24,Vellore,0,ST24,Tamil Nadu
3939,15860,54459,72173,77.59,67,CT29,ST24,632001,8/3/1975,Self employed,7/8/2018,1,1,0,0,0,0,589,1,2yrs 1mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3940,17150,59713,83369,73.17,67,CT29,ST24,632001,5/14/1995,Salaried,8/31/2018,1,1,0,0,0,0,599,1,0yrs 6mon,1,R2,ST24,Vellore,0,ST24,Tamil Nadu
3941,18814,60213,68795,88.67,67,CT29,ST24,632001,5/19/1972,Self employed,10/16/2018,1,1,0,0,0,0,719,0,2yrs 7mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3942,18992,63347,77300,84.09,67,CT29,ST24,632001,8/29/1968,Self employed,10/21/2018,1,1,0,0,0,0,741,0,1yrs 9mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3943,20358,42394,66825,64.35,67,CT29,ST24,632001,9/30/1967,Salaried,10/15/2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3944,21692,68382,93742,74.67,67,CT29,ST24,632001,9/8/1997,Salaried,9/18/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3946,22834,43622,64300,69.98,67,CT29,ST24,632001,10/24/1996,Salaried,8/30/2018,1,1,0,0,0,0,15,0,0yrs 0mon,1,R2,ST24,Vellore,0,ST24,Tamil Nadu
3947,23152,83086,141288,60.16,67,CT29,ST24,632001,6/16/1995,Salaried,10/31/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3948,23249,50978,69866,75.14,67,CT29,ST24,632001,1/1/1991,Salaried,9/18/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST24,Vellore,0,ST24,Tamil Nadu
3949,31,89143,113587,79.85,2,CT29,ST24,632001,10/18/1985,Salaried,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST24,Vellore,0,ST24,Tamil Nadu
3950,91,37839,62650,61.29,2,CT29,ST24,632001,1/13/1983,Self employed,12/10/2018,1,1,0,0,0,0,16,0,1yrs 10mon,0,R3,ST24,Vellore,0,ST24,Tamil Nadu
3951,319,59913,81163,74.79,2,CT29,ST24,632001,9/14/1989,Self employed,10/17/2018,1,1,0,0,0,0,709,0,0yrs 7mon,1,R3,ST24,Vellore,0,ST24,Tamil Nadu
3952,674,63447,76802,83.98,2,CT29,ST24,632001,6/12/1997,Self employed,10/26/2018,1,1,0,0,0,0,608,0,0yrs 0mon,0,R3,ST24,Vellore,0,ST24,Tamil Nadu
3953,819,62584,72616,87.68,2,CT29,ST24,632001,2/15/1980,Salaried,12/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST24,Vellore,0,ST24,Tamil Nadu
3954,954,65082,87786,75.75,2,CT29,ST24,632001,5/17/1990,Salaried,10/22/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST24,Vellore,0,ST24,Tamil Nadu
3955,2037,53803,66400,82.08,2,CT29,ST24,632001,5/26/1994,Salaried,8/16/2018,1,1,1,0,0,0,738,0,0yrs 6mon,2,R3,ST24,Vellore,0,ST24,Tamil Nadu
3956,2544,62507,78440,81.03,2,CT29,ST24,632001,9/19/1985,Self employed,10/29/2018,1,1,0,0,0,0,656,2,3yrs 9mon,0,R3,ST24,Vellore,0,ST24,Tamil Nadu
3957,3319,46349,73000,64.38,2,CT29,ST24,632001,4/1/1997,Self employed,10/13/2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,R3,ST24,Vellore,1,ST24,Tamil Nadu
